#1
#Denver
# 39.883         -104.65          1650            1
#
# hy	G_Bh	G_Dh	Ta	FF	DD	RH	N	p
double tab1(8760,9)
616	185	44	-5.60	0	0	75	1	827
617	43	26	-5.00	2.1	110	79	1	827
618	0	0	-5.00	5.7	180	86	0	828
619	0	0	-4.40	5.2	200	90	0	828
620	0	0	-3.90	5.7	170	91	0	828
621	0	0	-3.90	3.1	180	86	0	829
622	0	0	-3.30	5.2	190	82	0	829
623	0	0	-3.00	5.1	180	90	0	829
624	0	0	-2.70	6	200	88	1	827
625	0	0	-3.50	5.4	210	90	1	826
626	0	0	-3.20	4.9	240	84	2	825
627	0	0	-1.80	5.8	240	83	2	825
628	0	0	-1.50	5.2	250	82	2	825
629	0	0	-0.10	4.6	260	76	3	827
630	0	0	0.20	5.5	270	79	3	826
631	0	0	1.60	4.9	290	75	8	825
632	3	14	1.90	5.9	270	74	10	825
633	31	114	3.30	5.8	310	67	10	826
634	140	141	4.20	3.6	300	58	10	827
635	159	97	5.00	5.1	360	53	10	826
636	314	156	5.30	3.3	290	53	10	825
637	49	273	4.80	4.8	190	54	10	825
638	141	259	4.70	4.1	180	55	10	824
639	135	110	4.10	4.9	210	55	9	825
640	60	101	3.50	4.8	180	55	8	825
641	14	26	1.80	5.1	180	62	9	828
642	0	0	0.10	2.9	200	68	5	827
643	0	0	-1.00	0.7	50	71	5	828
644	0	0	-1.10	2.6	200	75	5	828
645	0	0	-1.60	4.4	190	78	4	829
646	0	0	-2.70	2.8	190	87	2	829
647	0	0	-5.60	4.1	170	96	1	831
648	0	0	-5.60	4.1	170	96	0	828
649	0	0	-6.10	2.6	170	95	0	827
650	0	0	-5.00	4.1	190	91	1	826
651	0	0	-6.10	2.1	180	91	6	826
652	0	0	-5.60	3.1	250	75	6	826
653	0	0	-5.60	2.1	220	72	9	828
654	0	0	-7.20	0	0	67	10	826
655	0	0	-10.00	3.6	360	70	7	826
656	8	24	-9.40	3.6	40	70	8	825
657	107	40	-9.40	2.6	320	81	6	826
658	154	123	-5.60	6.2	340	75	5	825
659	340	88	-3.30	5.7	10	59	6	827
660	305	188	-2.20	5.2	40	54	8	825
661	372	166	-2.80	3.6	70	62	6	823
662	308	87	-1.70	4.1	70	52	6	822
663	87	105	-1.70	3.6	70	59	9	822
664	0	86	-2.20	3.1	110	56	10	822
665	0	33	-2.80	3.1	100	72	10	825
666	0	0	-4.40	4.1	90	90	10	822
667	0	0	-4.00	4.6	100	84	10	822
668	0	0	-5.00	4.1	120	86	10	822
669	0	0	-5.00	5.2	130	91	10	822
670	0	0	-6.10	6.2	130	95	10	821
671	0	0	-9.40	3.1	120	90	10	823
672	0	0	-7.80	5.2	160	91	10	820
673	0	0	-10.60	3.6	180	91	4	819
674	0	0	-11.70	5.7	180	87	10	819
675	0	0	-15.60	3.1	150	86	10	818
676	0	0	-13.90	1.5	230	82	10	819
677	0	0	-13.30	2.6	190	81	10	820
678	0	0	-12.80	1.5	180	82	10	819
679	0	0	-15.00	1.5	320	81	10	818
680	6	24	-10.00	2.1	10	74	6	818
681	139	40	-8.90	2.6	350	67	0	819
682	290	55	-7.20	2.6	330	61	0	819
683	408	66	-5.60	3.6	350	65	0	820
684	476	73	-3.90	3.1	350	53	0	818
685	488	74	-2.80	3.1	20	62	0	818
686	443	69	-2.20	3.1	10	54	0	817
687	343	60	-2.80	3.1	360	62	0	818
688	203	46	-2.20	4.1	360	59	0	819
689	52	28	-3.90	3.6	350	68	0	817
690	0	0	-7.20	2.6	50	78	0	817
691	0	0	-10.00	2.1	90	82	0	817
692	0	0	-9.40	2.1	150	78	2	818
693	0	0	-10.60	3.1	170	82	9	818
694	0	0	-11.10	2.6	160	82	9	817
695	0	0	-11.10	3.1	190	78	10	818
696	0	0	-11.10	2.1	130	74	5	818
697	0	0	-11.10	3.1	350	74	2	819
698	0	0	-9.40	2.6	220	67	0	819
699	0	0	-10.60	2.1	200	74	0	820
700	0	0	-10.00	2.1	190	67	0	820
701	0	0	-11.70	3.6	210	70	0	823
702	0	0	-10.60	3.1	150	63	0	822
703	0	0	-11.10	2.1	180	66	1	823
704	9	17	-12.20	2.1	170	66	3	824
705	137	44	-7.80	5.2	170	58	1	825
706	284	61	-6.10	4.6	160	50	1	825
707	401	73	-4.40	3.1	180	43	1	827
708	467	76	-2.20	1.5	320	46	1	826
709	463	77	0.00	3.6	350	49	1	826
710	406	77	1.70	3.1	350	40	1	826
711	344	64	2.20	2.1	20	33	0	827
712	203	49	1.70	4.6	10	40	0	827
713	49	31	-1.70	2.1	360	54	1	830
714	1	0	-4.40	2.1	40	56	0	829
715	0	0	-4.40	1.5	320	48	2	830
716	0	0	-7.80	2.1	170	71	5	830
717	0	0	-4.40	2.1	180	50	1	829
718	0	0	-5.60	1.5	170	59	5	827
719	0	0	-5.00	1.5	160	56	5	832
720	0	0	-5.00	1.5	180	56	0	828
721	0	0	-5.60	1.5	180	53	1	829
722	0	0	-5.60	3.1	190	51	4	829
723	0	0	-6.10	3.1	140	50	4	829
724	0	0	-6.10	2.6	190	48	2	829
725	0	0	-8.30	3.1	200	55	6	833
726	0	0	-8.90	3.6	170	58	4	830
727	0	0	-8.30	2.6	160	52	8	830
728	9	20	-7.80	3.1	180	52	7	830
729	24	114	-4.40	4.1	180	41	10	832
730	91	145	-2.20	4.1	210	38	9	834
731	206	150	1.70	0	0	29	9	834
732	252	181	2.80	0	0	30	7	834
733	266	177	5.00	2.6	80	27	10	833
734	121	172	5.00	2.6	70	27	10	832
735	44	217	5.00	2.6	80	26	10	832
736	138	114	4.40	4.1	80	27	10	832
737	19	72	1.70	3.1	90	34	10	832
738	1	1	-0.60	3.6	110	37	9	830
739	0	0	-4.40	2.6	100	61	8	830
740	0	0	-7.80	1.5	350	75	7	831
741	0	0	-5.00	0	0	48	9	831
742	0	0	-5.30	0.8	170	44	10	830
743	0	0	-5.70	1.6	170	50	9	833
744	0	0	-6.10	2.4	180	53	9	829
745	0	0	-6.50	3.3	260	47	2	840
746	0	0	-6.90	4.1	270	38	5	840
747	0	0	-7.30	4.9	270	34	2	840
748	0	0	-7.80	5.7	270	33	1	840
749	0	0	-7.20	6.2	260	31	1	840
750	0	0	-7.80	4.6	250	31	1	839
751	0	0	-7.20	4.1	240	29	0	839
752	26	12	-6.70	5.2	270	30	1	840
753	181	28	-5.00	4.6	280	29	0	840
754	344	39	-3.90	5.7	290	26	0	840
755	469	47	-2.20	6.2	270	24	0	840
756	541	51	-0.60	4.1	280	18	0	840
757	554	52	1.10	2.6	340	18	0	839
758	505	49	-3.30	5.7	90	48	0	838
759	401	42	-3.30	6.2	110	46	0	838
760	252	32	-3.90	6.2	110	48	0	838
761	83	20	-4.40	3.6	150	46	0	838
762	2	1	-6.70	2.1	130	48	0	837
763	0	0	-7.20	2.6	160	50	0	837
764	0	0	-7.80	3.6	180	50	0	836
765	0	0	-8.90	1	210	49	0	836
766	0	0	-10.00	2.1	140	52	0	836
767	0	0	-10.00	2.6	180	49	0	836
768	0	0	-9.40	3.1	200	44	0	836
769	0	0	-10.00	2.1	190	44	0	836
770	0	0	-9.40	3.1	120	42	0	836
771	0	0	-11.70	2.1	180	51	3	835
772	0	0	-11.70	2.1	210	54	1	835
773	0	0	-13.30	0	0	53	1	835
774	0	0	-12.20	2.1	170	51	0	835
775	0	0	-13.30	2.6	190	53	0	835
776	26	14	-10.60	4.1	160	42	0	835
777	173	33	-5.60	3.1	150	32	0	835
778	332	46	-1.70	4.6	180	28	0	835
779	456	55	1.10	4.6	200	29	0	834
780	528	60	5.00	2.6	190	22	0	833
781	541	61	7.80	1.5	110	11	0	833
782	493	58	5.60	3.1	350	26	0	832
783	390	50	2.80	5.2	350	51	0	832
784	242	39	0.60	4.1	360	54	0	833
785	77	25	-2.80	3.1	350	62	0	833
786	2	1	-6.10	1.5	240	75	0	834
787	0	0	-8.30	2.1	350	74	0	834
788	0	0	-7.20	1.5	30	74	0	835
789	0	0	-8.90	2.1	120	78	0	835
790	0	0	-8.90	2.1	180	78	0	835
791	0	0	-9.40	2.6	160	81	0	835
792	0	0	-10.00	3.1	150	70	2	835
793	0	0	-10.60	2.1	160	82	7	834
794	0	0	-10.00	1.5	170	82	10	834
795	0	0	-10.00	2.1	190	67	7	834
796	0	0	-10.60	2.6	190	71	8	833
797	0	0	-11.10	2.1	180	74	6	833
798	0	0	-12.20	2.6	220	73	4	832
799	0	0	-12.20	1.5	180	70	4	832
800	15	19	-11.70	1.5	120	70	4	832
801	162	39	-7.20	4.1	200	53	2	831
802	274	83	-3.30	2.1	180	36	3	831
803	331	114	2.20	1.5	280	26	4	830
804	255	207	3.90	2.1	340	31	8	830
805	415	148	5.00	3.1	350	36	7	829
806	257	150	3.90	3.1	20	39	8	828
807	301	95	2.20	4.6	90	44	7	829
808	144	51	1.10	2.6	50	55	8	830
809	20	63	0.00	4.6	60	60	5	830
810	1	1	-0.60	4.1	120	45	4	831
811	0	0	-3.90	1.5	200	48	2	832
812	0	0	-3.90	0	0	46	1	833
813	0	0	-3.30	2.6	120	39	1	834
814	0	0	-5.00	1.5	200	50	0	835
815	0	0	-6.10	2.6	180	55	0	836
816	0	0	-7.20	2.1	180	61	0	836
817	0	0	-8.30	2.1	150	61	0	835
818	0	0	-8.90	2.1	240	58	0	835
819	0	0	-10.60	2.1	270	61	0	835
820	0	0	-10.60	1.5	190	63	0	834
821	0	0	-12.80	1	320	74	0	834
822	0	0	-11.70	2.1	180	63	0	834
823	0	0	-13.90	2.1	190	77	0	834
824	25	16	-10.00	1.5	200	64	2	833
825	93	62	-5.60	0	0	51	3	833
826	275	95	-2.80	2.6	330	49	2	833
827	407	83	0.00	2.1	350	45	3	832
828	425	111	1.70	2.6	360	50	2	831
829	382	127	2.80	4.1	340	44	3	831
830	426	89	4.40	2.1	120	36	2	830
831	351	52	4.40	3.1	340	46	4	830
832	82	119	5.00	2.6	60	40	9	831
833	0	44	3.90	3.1	80	43	10	831
834	0	2	2.20	2.6	70	51	10	832
835	0	0	-1.70	3.6	350	76	10	834
836	0	0	-3.30	2.6	10	79	7	834
837	0	0	-4.40	1.5	300	82	5	835
838	0	0	-3.90	1.5	10	62	6	836
839	0	0	-5.60	2.6	60	65	3	836
840	0	0	-6.70	0	0	68	0	837
841	0	0	-7.80	0	0	82	0	836
842	0	0	-7.20	2.6	70	78	1	835
843	0	0	-6.70	4.6	150	68	2	835
844	0	0	-7.20	2.6	160	71	4	835
845	0	0	-8.30	2.1	190	78	5	835
846	0	0	-8.90	2.1	130	78	3	835
847	0	0	-7.80	3.1	150	75	2	834
848	23	21	-5.60	3.1	200	68	3	834
849	146	45	-0.60	2.6	180	49	1	834
850	281	58	1.70	3.1	190	40	1	833
851	462	58	4.40	3.6	200	33	0	833
852	534	63	7.20	2.1	170	22	0	832
853	548	64	8.30	2.1	120	18	0	831
854	500	61	7.20	8.8	310	21	0	830
855	398	53	7.20	11.3	300	21	0	830
856	251	41	6.70	6.7	300	23	0	831
857	85	27	5.60	7.7	290	23	0	831
858	2	2	3.30	6.7	290	28	0	831
859	0	0	2.80	4.1	260	29	0	832
860	0	0	0.60	1	250	33	0	832
861	0	0	-1.10	1.5	180	40	0	832
862	0	0	0.00	4.1	200	30	0	832
863	0	0	-0.60	4.6	190	30	0	832
864	0	0	-1.70	3.6	190	31	0	832
865	0	0	-2.80	3.6	160	34	0	832
866	0	0	-4.40	3.1	180	41	0	832
867	0	0	-3.90	3.1	190	35	0	832
868	0	0	-4.40	4.1	180	37	0	832
869	0	0	-3.90	3.1	160	34	1	832
870	0	0	-3.30	5.2	190	36	4	832
871	0	0	-3.30	3.1	150	36	6	832
872	4	38	-1.10	4.1	180	28	7	832
873	44	133	0.00	3.1	200	32	8	833
874	20	53	2.80	2.1	340	23	7	832
875	195	179	3.30	2.1	180	30	8	833
876	387	157	8.90	2.1	80	19	4	832
877	204	179	9.40	1.5	60	16	4	831
878	368	150	8.90	3.1	50	21	7	831
879	247	135	8.30	3.1	80	19	8	831
880	158	86	7.80	3.1	140	26	9	831
881	22	52	5.60	3.6	100	33	10	831
882	0	4	2.80	4.1	120	42	10	831
883	0	0	2.20	4.6	160	46	8	831
884	0	0	1.10	2.6	130	48	6	831
885	0	0	0.60	2.1	210	49	9	831
886	0	0	-1.10	3.1	160	57	6	831
887	0	0	-2.20	2.1	300	68	8	830
888	0	0	-2.80	1	220	69	9	830
889	0	0	-3.30	2.1	20	75	7	830
890	0	0	-5.00	3.6	350	83	8	830
891	0	0	-6.10	3.6	340	86	6	830
892	0	0	-6.10	4.1	340	95	10	830
893	0	0	-6.10	3.1	340	95	10	829
894	0	0	-6.70	4.6	10	96	10	830
895	0	0	-6.70	3.1	360	96	10	830
896	0	11	-6.70	1	30	96	10	830
897	0	55	-6.10	2.1	50	91	10	829
898	0	80	-6.10	3.1	50	86	10	829
899	0	107	-6.70	2.6	90	87	10	828
900	0	121	-5.00	3.1	350	83	10	827
901	99	408	-3.90	1.5	60	75	10	825
902	176	180	-2.80	3.6	360	72	10	825
903	29	70	-2.80	2.6	360	76	10	824
904	44	208	-3.30	4.1	360	75	10	825
905	7	50	-3.90	2.1	100	79	10	825
906	0	5	-3.90	2.6	360	83	10	824
907	0	0	-5.00	2.6	90	86	10	824
908	0	0	-5.00	2.6	330	83	10	824
909	0	0	-4.40	1.5	350	86	10	823
910	0	0	-3.90	2.1	330	83	10	823
911	0	0	6.10	7.2	200	43	10	822
912	0	0	4.40	1.5	310	51	10	822
913	0	0	0.60	2.6	360	66	10	821
914	0	0	0.00	1.5	300	66	10	821
915	0	0	-3.90	0	0	83	10	820
916	0	0	-1.10	1	160	76	10	820
917	0	0	0.60	1.5	170	69	10	819
918	0	0	-8.30	5.2	350	82	10	821
919	0	0	-12.20	6.7	20	82	10	822
920	0	16	-12.80	4.1	50	86	10	823
921	0	61	-12.80	4.6	50	74	10	825
922	0	122	-12.80	4.1	60	70	10	826
923	0	158	-12.80	3.6	70	67	10	826
924	70	159	-10.60	4.1	40	63	10	826
925	74	219	-10.60	2.6	70	63	10	825
926	0	170	-11.70	4.1	60	70	10	825
927	89	176	-11.10	4.1	50	60	8	825
928	51	57	-11.70	3.6	50	63	7	827
929	8	80	-12.80	5.2	70	70	10	828
930	0	6	-14.40	4.1	60	70	10	830
931	0	0	-15.00	3.1	80	73	10	831
932	0	0	-14.40	2.1	120	70	10	832
933	0	0	-14.40	1	40	70	10	832
934	0	0	-15.00	2.1	70	73	9	833
935	0	0	-15.60	2.1	160	73	1	834
936	0	0	-15.60	0	0	78	0	833
937	0	0	-15.00	2.6	190	73	0	833
938	0	0	-15.60	1.5	170	78	0	833
939	0	0	-15.60	2.1	140	81	0	833
940	0	0	-15.00	1	30	77	0	833
941	0	0	-15.60	1	190	78	0	833
942	0	0	-15.60	2.1	110	86	0	833
943	0	0	-13.30	1.5	160	81	0	833
944	17	25	-12.20	1.5	260	77	1	833
945	157	55	-6.70	0	0	64	0	833
946	310	75	-1.70	1.5	60	52	0	833
947	431	89	-2.20	2.6	30	62	0	833
948	501	97	-2.80	4.1	340	65	0	832
949	513	99	0.00	3.6	350	57	0	831
950	467	94	2.80	2.1	20	49	0	830
951	343	81	2.20	3.6	350	51	1	830
952	221	66	3.90	1.5	360	50	1	830
953	56	49	-0.60	1.5	340	63	2	830
954	0	7	-2.20	2.6	140	75	5	829
955	0	0	-1.70	3.1	170	72	4	829
956	0	0	0.00	3.1	120	62	8	829
957	0	0	0.60	3.6	110	57	7	830
958	0	0	5.00	4.6	290	36	8	830
959	0	0	3.90	2.1	270	39	7	830
960	0	0	6.70	7.7	280	29	6	830
961	0	0	5.00	5.2	260	31	5	831
962	0	0	3.90	5.2	290	35	4	831
963	0	0	3.90	8.2	280	35	5	831
964	0	0	3.90	8.8	270	35	2	832
965	0	0	2.20	5.7	300	42	1	832
966	0	0	2.20	5.7	360	38	6	832
967	0	0	0.60	2.1	250	43	8	833
968	7	35	-1.10	1.5	180	54	7	835
969	75	108	1.10	2.1	140	48	6	835
970	115	151	5.00	4.1	140	36	5	834
971	97	285	6.70	5.7	110	32	8	834
972	216	143	7.80	7.2	150	31	7	833
973	116	204	6.70	7.7	160	37	8	831
974	251	185	7.20	7.2	160	36	7	831
975	81	101	7.80	6.2	160	36	9	830
976	4	122	6.70	5.7	160	41	9	830
977	5	51	3.90	8.8	320	57	9	830
978	1	6	1.10	4.6	320	67	7	830
979	0	0	0.60	5.2	290	69	9	831
980	0	0	0.60	1.5	180	66	9	831
981	0	0	-0.60	1.5	340	76	3	830
982	0	0	-0.60	2.1	350	73	5	829
983	0	0	-1.70	2.1	360	76	3	828
984	0	0	-1.10	2.6	320	68	2	828
985	0	0	-2.80	2.1	310	79	0	827
986	0	0	-3.90	1.5	170	91	0	826
987	0	0	-4.40	0	0	90	1	825
988	0	0	-4.40	1.5	360	90	3	824
989	0	0	-3.90	2.6	20	83	1	825
990	0	0	-5.00	0	0	91	1	824
991	0	0	-5.60	0	0	96	0	824
992	41	20	-3.90	2.1	190	86	0	824
993	202	37	-1.10	2.6	170	76	0	823
994	363	50	2.80	2.1	60	59	0	822
995	487	59	5.60	2.6	70	51	0	822
996	504	63	8.30	5.2	20	42	1	821
997	547	64	7.20	5.7	10	50	1	821
998	332	180	5.00	6.2	10	55	5	821
999	89	186	1.70	6.7	350	61	7	823
1000	0	67	0.60	7.2	10	87	10	824
1001	0	30	-2.20	7.2	360	95	10	826
1002	0	2	-3.90	8.2	350	96	10	829
1003	0	0	-4.40	10.3	360	90	10	830
1004	0	0	-5.00	11.8	20	91	10	831
1005	0	0	-5.60	8.2	360	91	10	833
1006	0	0	-5.60	7.2	360	91	10	834
1007	0	0	-5.60	6.7	350	87	10	835
1008	0	0	-6.10	6.7	20	86	10	836
1009	0	0	-6.10	3.6	20	86	10	837
1010	0	0	-5.60	3.1	320	68	10	838
1011	0	0	-6.70	1.5	290	71	9	838
1012	0	0	-8.30	2.1	160	86	10	839
1013	0	0	-10.00	2.6	160	91	10	840
1014	0	0	-10.00	1.5	170	91	7	840
1015	0	0	-11.10	2.1	190	86	3	841
1016	24	34	-10.00	2.1	170	91	2	842
1017	159	33	-7.20	1.5	180	86	1	843
1018	340	49	-3.90	3.1	180	59	1	843
1019	500	55	-2.20	3.6	180	42	0	844
1020	573	60	-1.70	5.2	190	34	0	843
1021	587	61	-1.70	5.2	150	33	0	843
1022	540	58	-0.60	3.6	180	27	0	843
1023	436	51	0.60	4.6	180	27	0	843
1024	288	40	0.00	3.6	170	33	0	843
1025	115	27	0.00	3.1	190	35	0	843
1026	7	4	-2.80	3.1	220	44	0	844
1027	0	0	-3.30	3.1	200	48	0	844
1028	0	0	-5.60	3.6	200	59	0	844
1029	0	0	-6.70	4.1	200	56	0	845
1030	0	0	-9.40	2.1	150	67	0	846
1031	0	0	-8.90	2.6	180	58	0	846
1032	0	0	-8.90	2.6	160	58	0	846
1033	0	0	-6.70	4.6	170	45	0	846
1034	0	0	-7.20	3.1	190	45	0	845
1035	0	0	-7.20	3.1	180	42	0	845
1036	0	0	-6.70	4.1	190	43	0	845
1037	0	0	-7.20	4.1	190	45	0	846
1038	0	0	-7.20	4.6	190	45	0	846
1039	0	0	-6.70	6.7	190	41	0	846
1040	58	16	-3.90	5.2	190	35	0	846
1041	232	29	-1.10	5.7	150	31	0	846
1042	399	40	2.20	6.2	180	26	0	846
1043	527	48	5.60	4.6	180	25	0	846
1044	601	52	8.30	4.6	180	20	0	844
1045	557	66	10.00	4.6	190	18	1	843
1046	528	49	11.10	4.6	190	16	1	842
1047	347	112	12.80	0	0	11	6	842
1048	156	107	12.80	3.1	180	16	8	841
1049	31	58	10.60	1.5	160	20	7	841
1050	3	7	7.80	1.5	150	26	8	840
1051	0	0	6.10	3.1	200	25	5	840
1052	0	0	5.00	4.1	190	30	5	840
1053	0	0	3.30	1.5	80	30	4	839
1054	0	0	3.30	2.6	180	28	8	839
1055	0	0	2.80	4.1	210	30	2	838
1056	0	0	3.90	4.1	200	24	3	837
1057	0	0	3.90	4.6	190	24	8	836
1058	0	0	2.80	4.1	210	29	7	836
1059	0	0	3.90	4.1	190	24	8	836
1060	0	0	3.30	2.6	220	24	7	836
1061	0	0	1.10	2.6	190	34	8	836
1062	0	0	1.10	4.6	200	32	7	835
1063	0	0	0.60	2.6	200	35	8	836
1064	4	46	1.10	5.7	200	34	7	836
1065	10	112	2.20	3.6	170	34	9	836
1066	26	243	4.40	3.1	160	27	9	836
1067	68	318	7.80	3.6	160	19	9	836
1068	184	230	11.70	2.1	10	10	9	836
1069	115	318	8.30	5.2	110	30	9	836
1070	223	202	8.90	5.2	120	28	9	835
1071	237	192	10.00	4.6	120	26	8	836
1072	180	108	9.40	6.2	130	26	7	837
1073	45	67	7.80	4.1	130	33	8	838
1074	1	8	3.90	3.1	130	43	7	839
1075	0	0	2.20	2.6	160	53	6	840
1076	0	0	1.70	3.1	110	55	2	840
1077	0	0	0.60	3.1	140	54	1	840
1078	0	0	0.60	4.1	200	47	0	840
1079	0	0	-0.60	3.1	160	54	0	840
1080	0	0	-0.60	2.1	80	54	0	841
1081	0	0	-1.70	3.1	140	57	0	841
1082	0	0	-2.20	1.5	70	59	0	842
1083	0	0	-4.40	2.6	350	79	0	842
1084	0	0	-5.00	1.5	330	86	0	842
1085	0	0	-5.60	1.5	180	87	0	842
1086	0	0	-4.40	3.1	180	75	0	842
1087	0	0	-5.00	2.1	150	75	0	842
1088	38	30	-1.70	3.1	170	54	0	842
1089	193	54	1.70	4.6	210	36	0	842
1090	353	72	5.60	5.2	200	25	0	841
1091	477	85	8.90	2.6	160	23	0	841
1092	549	92	10.60	3.1	170	24	0	840
1093	562	93	11.70	5.7	180	23	0	840
1094	515	89	12.80	1.5	260	16	0	839
1095	412	78	13.90	1	150	16	0	839
1096	265	62	13.90	3.1	160	25	0	839
1097	99	42	11.10	2.6	150	26	0	839
1098	4	7	7.80	3.1	160	35	0	839
1099	0	0	6.10	4.1	140	39	0	840
1100	0	0	4.40	3.6	190	40	0	839
1101	0	0	2.20	2.6	160	51	0	840
1102	0	0	2.20	3.6	130	51	3	840
1103	0	0	1.70	4.1	140	53	5	839
1104	0	0	2.20	1.5	170	44	6	839
1105	0	0	0.60	2.6	220	57	6	839
1106	0	0	2.80	4.1	180	38	5	839
1107	0	0	6.10	7.2	180	23	8	839
1108	0	0	5.60	5.2	180	22	7	839
1109	0	0	5.00	3.6	110	24	8	839
1110	0	0	6.10	4.6	170	19	7	839
1111	0	0	5.00	7.2	190	23	8	839
1112	4	43	6.70	8.2	190	18	10	839
1113	18	116	7.20	5.7	190	19	10	840
1114	2	177	10.00	5.7	200	18	9	840
1115	157	182	11.10	7.7	220	18	8	840
1116	418	157	14.40	5.7	220	14	7	839
1117	259	228	16.70	4.6	210	11	9	839
1118	160	290	17.20	3.6	210	9	10	838
1119	269	145	18.30	1.5	340	7	10	838
1120	66	140	15.00	4.6	70	25	10	838
1121	30	86	11.10	4.6	110	33	10	839
1122	0	8	8.90	3.6	110	39	10	839
1123	0	0	5.60	3.1	130	53	6	840
1124	0	0	4.40	3.1	140	53	7	839
1125	0	0	4.40	2.1	160	53	9	839
1126	0	0	4.40	2.1	180	55	10	839
1127	0	0	3.90	2.6	200	55	10	838
1128	0	0	2.20	1.5	90	65	10	838
1129	0	0	4.40	3.6	160	41	10	837
1130	0	0	1.70	2.6	350	58	5	837
1131	0	0	-0.60	0	0	76	5	836
1132	0	0	0.60	2.6	320	69	5	836
1133	0	0	0.60	2.1	160	73	7	836
1134	0	0	2.20	0	0	53	6	835
1135	0	0	1.10	1.5	140	67	10	835
1136	6	39	3.30	2.1	170	55	9	834
1137	18	180	9.40	5.2	180	24	10	834
1138	0	146	10.00	4.1	190	22	10	833
1139	0	195	11.10	5.7	190	22	10	832
1140	46	105	13.30	6.2	180	23	9	831
1141	35	430	15.00	4.1	170	20	9	829
1142	41	324	16.10	6.2	190	20	9	827
1143	139	180	16.70	7.2	170	22	7	826
1144	162	131	15.60	8.2	180	24	8	825
1145	35	81	15.00	6.7	180	26	6	825
1146	1	10	12.80	5.2	180	30	3	825
1147	0	0	4.40	1.5	340	70	2	825
1148	0	0	1.70	1	100	81	3	824
1149	0	0	10.00	5.2	190	39	1	823
1150	0	0	8.90	5.7	150	42	3	822
1151	0	0	10.00	4.1	140	38	6	821
1152	0	0	10.60	6.7	170	36	6	821
1153	0	0	9.40	8.2	160	39	3	820
1154	0	0	8.90	4.6	150	41	5	819
1155	0	0	7.20	3.1	70	48	8	818
1156	0	0	9.40	8.8	150	41	10	817
1157	0	0	8.30	6.7	130	44	9	817
1158	0	0	5.60	0	0	51	7	817
1159	1	0	3.30	3.6	170	60	3	817
1160	51	37	8.30	3.6	200	46	1	817
1161	243	35	12.80	6.7	200	30	0	817
1162	343	47	13.90	8.2	200	25	1	817
1163	256	188	13.90	7.2	190	27	6	816
1164	535	79	14.40	9.3	190	24	2	815
1165	270	184	13.90	10.3	200	22	6	814
1166	168	264	14.40	10.3	290	23	6	815
1167	329	118	14.40	2.1	190	20	5	814
1168	201	74	11.70	4.1	50	27	6	815
1169	38	64	8.90	6.7	340	35	8	816
1170	3	12	8.90	1	360	33	5	817
1171	0	0	7.20	3.6	30	40	3	818
1172	0	0	4.40	5.2	110	55	7	819
1173	0	0	3.90	5.2	140	66	6	820
1174	0	0	3.30	3.1	150	69	5	821
1175	0	0	3.30	2.6	120	66	8	821
1176	0	0	2.80	2.1	100	65	7	822
1177	0	0	3.30	4.1	90	57	7	822
1178	0	0	2.80	3.1	60	65	8	823
1179	0	0	2.80	6.2	100	62	7	823
1180	0	0	1.70	0	0	67	4	824
1181	0	0	1.10	1.5	150	67	0	824
1182	0	0	-0.60	2.6	130	76	3	825
1183	0	0	-2.20	2.6	130	83	2	826
1184	11	45	0.60	2.6	190	57	4	826
1185	56	134	2.20	3.1	200	40	7	826
1186	165	165	4.40	2.1	230	34	8	827
1187	324	181	6.70	1.5	10	29	6	827
1188	404	179	7.20	2.6	10	27	4	826
1189	43	232	6.70	2.1	40	23	7	826
1190	0	168	4.40	5.7	330	34	10	826
1191	0	136	4.40	4.6	20	40	10	827
1192	155	115	5.60	3.6	360	27	6	826
1193	58	89	4.40	3.1	50	33	5	827
1194	2	10	2.20	2.6	110	65	3	828
1195	0	0	0.60	3.1	110	66	2	829
1196	0	0	0.00	3.1	120	76	0	830
1197	0	0	-1.10	0	0	79	4	830
1198	0	0	-1.10	3.1	320	79	5	831
1199	0	0	-1.70	4.1	340	91	10	832
1200	0	0	-1.10	4.1	350	91	10	832
1201	0	0	-1.10	3.6	350	87	10	832
1202	0	0	-1.70	3.1	20	91	10	833
1203	0	0	-1.10	0	0	87	10	833
1204	0	0	-1.70	2.1	230	87	6	833
1205	0	0	-2.20	2.6	220	83	8	834
1206	0	0	-3.90	0	0	86	0	834
1207	1	0	-3.30	2.1	200	79	1	835
1208	70	32	-2.20	4.1	190	62	2	836
1209	241	38	0.00	3.1	170	40	1	836
1210	427	46	3.30	2.1	160	37	0	836
1211	555	54	4.40	2.6	140	26	0	836
1212	629	58	5.60	2.1	130	20	0	836
1213	624	58	6.10	2.1	60	18	1	835
1214	478	129	6.70	4.1	50	21	7	834
1215	413	84	6.70	4.1	90	20	5	834
1216	107	105	6.10	5.2	70	23	7	834
1217	46	76	5.60	5.7	70	35	8	835
1218	2	15	3.30	6.2	70	45	7	835
1219	0	0	2.80	8.8	100	49	8	835
1220	0	0	2.20	4.6	140	46	7	835
1221	0	0	1.70	4.1	200	55	8	835
1222	0	0	1.10	2.6	170	55	2	836
1223	0	0	1.10	4.1	160	48	0	836
1224	0	0	0.60	3.6	180	57	0	835
1225	0	0	0.00	4.1	180	60	0	835
